repository_owner,repository_name,file_path,filename,original_file_path,repository_url,file_url,branch,stargazers_count,forks_count,created_at,pushed_at,updated_at,lines_of_code,manifest_specific_commit_count,first_manifest_commit_date,file_composite_key,length_of_words,complexity_score
esphome,esphome,CLAUDE.md,CLAUDE.md,raw/esphome/esphome/CLAUDE.md,https://github.com/esphome/esphome,https://github.com/esphome/esphome/blob/main/CLAUDE.md,dev,9973.0,4671.0,2018-04-06T23:23:25Z,2025-10-18T17:32:13Z,2025-10-18T18:45:05Z,1.0,1,2025-07-17T10:40:28Z,esphome||esphome||CLAUDE.md,3,-48.994999999999976
ktaka-ccmp,oauth2-passkey,CLAUDE.md,CLAUDE.md,raw/ktaka-ccmp/oauth2-passkey/CLAUDE.md,https://github.com/ktaka-ccmp/oauth2-passkey,https://github.com/ktaka-ccmp/oauth2-passkey/blob/master/CLAUDE.md,master,9.0,0.0,2025-02-08T21:35:56Z,2025-09-07T20:28:16Z,2025-10-13T09:56:36Z,142.0,3,2025-07-22T21:55:03Z,ktaka-ccmp||oauth2-passkey||CLAUDE.md,636,30.381065161290337
Southclaws,storyden,CLAUDE.md,CLAUDE.md,raw/Southclaws/storyden/CLAUDE.md,https://github.com/Southclaws/storyden,https://github.com/Southclaws/storyden/blob/main/CLAUDE.md,main,226.0,23.0,2021-11-15T14:54:54Z,2025-10-18T15:32:29Z,2025-10-17T16:40:23Z,159.0,2,2025-08-31T16:09:33Z,Southclaws||storyden||CLAUDE.md,604,41.40820378151261
nbonamy,witsy,CLAUDE.md,CLAUDE.md,raw/nbonamy/witsy/CLAUDE.md,https://github.com/nbonamy/witsy,https://github.com/nbonamy/witsy/blob/main/CLAUDE.md,main,1653.0,144.0,2024-04-25T03:55:22Z,2025-10-18T17:51:07Z,2025-10-18T17:51:10Z,114.0,1,2025-10-03T15:34:49Z,nbonamy||witsy||CLAUDE.md,844,55.48157002452439
BrighterCommand,Brighter,CLAUDE.md,CLAUDE.md,raw/BrighterCommand/Brighter/CLAUDE.md,https://github.com/BrighterCommand/Brighter,https://github.com/BrighterCommand/Brighter/blob/master/CLAUDE.md,master,2312.0,273.0,2011-01-05T19:06:54Z,2025-10-18T11:29:44Z,2025-10-18T10:02:09Z,16.0,4,2025-06-01T22:18:05Z,BrighterCommand||Brighter||CLAUDE.md,164,37.23166289958027
ensdomains,ens-app-v3,CLAUDE.md,CLAUDE.md,raw/ensdomains/ens-app-v3/CLAUDE.md,https://github.com/ensdomains/ens-app-v3,https://github.com/ensdomains/ens-app-v3/blob/main/CLAUDE.md,main,170.0,162.0,2022-01-12T09:18:02Z,2025-10-18T07:37:29Z,2025-10-16T20:19:17Z,128.0,2,2025-07-07T07:00:05Z,ensdomains||ens-app-v3||CLAUDE.md,621,46.00142425219707
ensdomains,namechain,CLAUDE.md,CLAUDE.md,raw/ensdomains/namechain/CLAUDE.md,https://github.com/ensdomains/namechain,https://github.com/ensdomains/namechain/blob/main/CLAUDE.md,main,32.0,16.0,2024-03-28T03:00:32Z,2025-10-18T02:48:21Z,2025-10-17T11:58:46Z,30.0,1,2025-09-25T04:07:25Z,ensdomains||namechain||CLAUDE.md,265,60.59730038022815
Pipelex,pipelex,CLAUDE.md,CLAUDE.md,raw/Pipelex/pipelex/CLAUDE.md,https://github.com/Pipelex/pipelex,https://github.com/Pipelex/pipelex/blob/main/CLAUDE.md,main,178.0,18.0,2025-05-26T07:21:34Z,2025-10-18T19:02:18Z,2025-10-16T08:08:32Z,1135.0,18,2025-07-02T15:01:40Z,Pipelex||pipelex||CLAUDE.md,3020,53.09942547269188
Pipelex,pipelex-cookbook,CLAUDE.md,CLAUDE.md,raw/Pipelex/pipelex-cookbook/CLAUDE.md,https://github.com/Pipelex/pipelex-cookbook,https://github.com/Pipelex/pipelex-cookbook/blob/main/CLAUDE.md,main,15.0,2.0,2025-05-26T07:37:54Z,2025-10-15T20:33:09Z,2025-10-15T19:30:05Z,1137.0,11,2025-09-17T12:14:56Z,Pipelex||pipelex-cookbook||CLAUDE.md,2878,53.515706119704106
anzax,dockashell,CLAUDE.md,CLAUDE.md,raw/anzax/dockashell/CLAUDE.md,https://github.com/anzax/dockashell,https://github.com/anzax/dockashell/blob/main/CLAUDE.md,main,29.0,5.0,2025-05-22T11:01:19Z,2025-06-06T16:46:19Z,2025-08-11T20:51:35Z,77.0,3,2025-06-05T08:21:44Z,anzax||dockashell||CLAUDE.md,366,33.0884131811365
blimmer,benlimmer.com,CLAUDE.md,CLAUDE.md,raw/blimmer/benlimmer.com/CLAUDE.md,https://github.com/blimmer/benlimmer.com,https://github.com/blimmer/benlimmer.com/blob/main/CLAUDE.md,main,8.0,4.0,2013-08-31T18:43:10Z,2025-10-11T00:41:16Z,2025-10-03T21:12:00Z,147.0,3,2025-06-28T16:38:43Z,blimmer||benlimmer.com||CLAUDE.md,837,54.564454806312796
waldzellai,adk-typescript,CLAUDE.md,CLAUDE.md,raw/waldzellai/adk-typescript/CLAUDE.md,https://github.com/waldzellai/adk-typescript,https://github.com/waldzellai/adk-typescript/blob/main/CLAUDE.md,main,77.0,5.0,2025-05-02T14:33:09Z,2025-10-07T23:33:54Z,2025-10-18T07:19:07Z,25.0,1,2025-05-03T05:52:39Z,waldzellai||adk-typescript||CLAUDE.md,133,54.306706349206365
EchoingVesper,mcp-task-orchestrator,CLAUDE.md,CLAUDE.md,raw/EchoingVesper/mcp-task-orchestrator/CLAUDE.md,https://github.com/EchoingVesper/mcp-task-orchestrator,https://github.com/EchoingVesper/mcp-task-orchestrator/blob/main/CLAUDE.md,main,19.0,8.0,2025-05-27T03:42:16Z,2025-08-15T07:22:54Z,2025-10-13T14:52:50Z,436.0,18,2025-05-30T17:51:41Z,EchoingVesper||mcp-task-orchestrator||CLAUDE.md,1442,28.194153633436656
ashphy,jsonpath-js,CLAUDE.md,CLAUDE.md,raw/ashphy/jsonpath-js/CLAUDE.md,https://github.com/ashphy/jsonpath-js,https://github.com/ashphy/jsonpath-js/blob/main/CLAUDE.md,main,33.0,5.0,2022-11-13T14:46:07Z,2025-10-13T14:24:29Z,2025-10-07T11:33:32Z,110.0,2,2025-06-22T12:03:39Z,ashphy||jsonpath-js||CLAUDE.md,508,48.45924332746242
maybe-finance,maybe,CLAUDE.md,CLAUDE.md,raw/maybe-finance/maybe/CLAUDE.md,https://github.com/maybe-finance/maybe,https://github.com/maybe-finance/maybe/blob/main/CLAUDE.md,main,53311.0,4524.0,2024-01-01T22:23:46Z,2025-07-24T22:20:44Z,2025-10-18T18:43:55Z,273.0,2,2025-06-17T20:57:05Z,maybe-finance||maybe||CLAUDE.md,1341,41.35486027368651
ai-shifu,ai-shifu,CLAUDE.md,CLAUDE.md,raw/ai-shifu/ai-shifu/CLAUDE.md,https://github.com/ai-shifu/ai-shifu,https://github.com/ai-shifu/ai-shifu/blob/main/CLAUDE.md,main,195.0,86.0,2024-07-23T08:55:10Z,2025-10-17T09:59:55Z,2025-10-17T07:50:22Z,1.0,6,2025-07-01T11:07:43Z,ai-shifu||ai-shifu||CLAUDE.md,2,
kubetail-org,kubetail,CLAUDE.md,CLAUDE.md,raw/kubetail-org/kubetail/CLAUDE.md,https://github.com/kubetail-org/kubetail,https://github.com/kubetail-org/kubetail/blob/main/CLAUDE.md,main,1511.0,99.0,2024-02-12T11:32:32Z,2025-10-18T09:33:16Z,2025-10-18T09:33:20Z,132.0,3,2025-06-05T07:12:46Z,kubetail-org||kubetail||CLAUDE.md,417,51.40955587471694
tsuzukia21,st-chat-input-multimodal,CLAUDE.md,CLAUDE.md,raw/tsuzukia21/st-chat-input-multimodal/CLAUDE.md,https://github.com/tsuzukia21/st-chat-input-multimodal,https://github.com/tsuzukia21/st-chat-input-multimodal/blob/main/CLAUDE.md,main,6.0,1.0,2025-06-27T08:10:28Z,2025-08-01T18:06:01Z,2025-08-31T03:10:29Z,98.0,1,2025-07-12T14:41:38Z,tsuzukia21||st-chat-input-multimodal||CLAUDE.md,295,48.3812307692308
Bad3r,dotfiles,CLAUDE.md,CLAUDE.md,raw/Bad3r/dotfiles/CLAUDE.md,https://github.com/Bad3r/dotfiles,https://github.com/Bad3r/dotfiles/blob/main/CLAUDE.md,main,22.0,3.0,2017-02-04T06:04:09Z,2025-10-13T13:00:45Z,2025-10-01T18:53:13Z,346.0,2,2025-08-12T05:59:58Z,Bad3r||dotfiles||CLAUDE.md,776,23.698065663474722
tokens-studio,figma-plugin,CLAUDE.md,CLAUDE.md,raw/tokens-studio/figma-plugin/CLAUDE.md,https://github.com/tokens-studio/figma-plugin,https://github.com/tokens-studio/figma-plugin/blob/main/CLAUDE.md,main,1503.0,210.0,2020-05-18T16:43:45Z,2025-10-18T06:12:43Z,2025-10-17T06:29:09Z,117.0,1,2025-07-27T10:37:48Z,tokens-studio||figma-plugin||CLAUDE.md,676,47.4478948988089
opsmill,infrahub-sdk-python,CLAUDE.md,CLAUDE.md,raw/opsmill/infrahub-sdk-python/CLAUDE.md,https://github.com/opsmill/infrahub-sdk-python,https://github.com/opsmill/infrahub-sdk-python/blob/master/CLAUDE.md,stable,13.0,6.0,2024-09-09T07:39:09Z,2025-10-17T09:16:33Z,2025-10-11T13:10:17Z,311.0,1,2025-08-19T10:26:10Z,opsmill||infrahub-sdk-python||CLAUDE.md,720,19.44454289732775
opsmill,infrahub,CLAUDE.md,CLAUDE.md,raw/opsmill/infrahub/CLAUDE.md,https://github.com/opsmill/infrahub,https://github.com/opsmill/infrahub/blob/master/CLAUDE.md,stable,359.0,34.0,2022-08-25T10:25:23Z,2025-10-18T00:17:39Z,2025-10-17T15:03:28Z,319.0,5,2025-08-04T08:45:47Z,opsmill||infrahub||CLAUDE.md,947,38.774688513037376
opsmill,infrahub-sync,CLAUDE.md,CLAUDE.md,raw/opsmill/infrahub-sync/CLAUDE.md,https://github.com/opsmill/infrahub-sync,https://github.com/opsmill/infrahub-sync/blob/main/CLAUDE.md,main,6.0,8.0,2024-08-15T07:48:51Z,2025-10-13T14:22:20Z,2025-10-13T14:17:11Z,1.0,1,2025-09-16T14:32:54Z,opsmill||infrahub-sync||CLAUDE.md,2,
ComposioHQ,composio,CLAUDE.md,CLAUDE.md,raw/ComposioHQ/composio/CLAUDE.md,https://github.com/ComposioHQ/composio,https://github.com/ComposioHQ/composio/blob/master/CLAUDE.md,next,25800.0,4361.0,2024-02-23T13:58:27Z,2025-10-17T12:35:55Z,2025-10-18T13:49:45Z,,3,2025-06-26T08:21:02Z,ComposioHQ||composio||CLAUDE.md,532,29.082556818181843
engkimo,SynthepseAI,CLAUDE.md,CLAUDE.md,raw/engkimo/SynthepseAI/CLAUDE.md,https://github.com/engkimo/SynthepseAI,https://github.com/engkimo/SynthepseAI/blob/main/CLAUDE.md,main,6.0,1.0,2025-01-22T07:39:08Z,2025-10-10T03:32:46Z,2025-10-10T03:32:50Z,157.0,1,2025-08-18T05:49:07Z,engkimo||SynthepseAI||CLAUDE.md,433,36.78687843358222
seratch,openai-sdk-knowledge-org,CLAUDE.md,CLAUDE.md,raw/seratch/openai-sdk-knowledge-org/CLAUDE.md,https://github.com/seratch/openai-sdk-knowledge-org,https://github.com/seratch/openai-sdk-knowledge-org/blob/main/CLAUDE.md,main,12.0,0.0,2025-07-05T10:15:48Z,2025-07-13T02:45:17Z,2025-09-26T01:11:25Z,176.0,3,2025-07-05T10:17:14Z,seratch||openai-sdk-knowledge-org||CLAUDE.md,911,41.757964474800985
kkrt-labs,cairo-m,CLAUDE.md,CLAUDE.md,raw/kkrt-labs/cairo-m/CLAUDE.md,https://github.com/kkrt-labs/cairo-m,https://github.com/kkrt-labs/cairo-m/blob/main/CLAUDE.md,main,45.0,17.0,2025-06-03T09:14:43Z,2025-10-16T10:41:13Z,2025-10-17T11:23:47Z,235.0,3,2025-06-20T14:34:17Z,kkrt-labs||cairo-m||CLAUDE.md,627,34.00881892198291
gensx-inc,gensx,CLAUDE.md,CLAUDE.md,raw/gensx-inc/gensx/CLAUDE.md,https://github.com/gensx-inc/gensx,https://github.com/gensx-inc/gensx/blob/main/CLAUDE.md,main,525.0,25.0,2024-12-07T01:08:18Z,2025-09-22T12:07:31Z,2025-10-10T06:22:15Z,314.0,3,2025-03-17T20:12:01Z,gensx-inc||gensx||CLAUDE.md,677,33.950037248388384
goto-lab,pufu-editor,CLAUDE.md,CLAUDE.md,raw/goto-lab/pufu-editor/CLAUDE.md,https://github.com/goto-lab/pufu-editor,https://github.com/goto-lab/pufu-editor/blob/main/CLAUDE.md,main,7.0,2.0,2024-04-11T03:28:05Z,2025-06-16T03:12:56Z,2025-07-21T16:27:37Z,110.0,1,2025-05-28T01:49:29Z,goto-lab||pufu-editor||CLAUDE.md,198,64.32417647058827
coleam00,context-engineering-intro,CLAUDE.md,CLAUDE.md,raw/coleam00/context-engineering-intro/CLAUDE.md,https://github.com/coleam00/context-engineering-intro,https://github.com/coleam00/context-engineering-intro/blob/main/CLAUDE.md,main,11040.0,2333.0,2025-07-02T11:54:47Z,2025-09-24T22:56:05Z,2025-10-18T18:11:42Z,59.0,1,2025-07-02T11:54:31Z,coleam00||context-engineering-intro||CLAUDE.md,397,50.3604651162791
openshift-pipelines,pipelines-as-code,CLAUDE.md,CLAUDE.md,raw/openshift-pipelines/pipelines-as-code/CLAUDE.md,https://github.com/openshift-pipelines/pipelines-as-code,https://github.com/openshift-pipelines/pipelines-as-code/blob/main/CLAUDE.md,main,166.0,117.0,2021-04-06T13:26:01Z,2025-10-16T13:06:23Z,2025-10-16T13:02:02Z,1.0,1,2025-09-24T13:32:05Z,openshift-pipelines||pipelines-as-code||CLAUDE.md,2,
laststance,utils,CLAUDE.md,CLAUDE.md,raw/laststance/utils/CLAUDE.md,https://github.com/laststance/utils,https://github.com/laststance/utils/blob/main/CLAUDE.md,main,6.0,2.0,2021-09-08T18:30:15Z,2025-08-18T01:53:23Z,2025-08-18T01:53:27Z,122.0,10,2025-06-09T10:33:15Z,laststance||utils||CLAUDE.md,518,47.402955230804906
laststance,eslint-config-ts-prefixer,CLAUDE.md,CLAUDE.md,raw/laststance/eslint-config-ts-prefixer/CLAUDE.md,https://github.com/laststance/eslint-config-ts-prefixer,https://github.com/laststance/eslint-config-ts-prefixer/blob/main/CLAUDE.md,main,13.0,0.0,2022-06-03T01:54:53Z,2025-08-11T06:27:34Z,2025-08-11T06:27:38Z,84.0,3,2025-06-08T07:42:57Z,laststance||eslint-config-ts-prefixer||CLAUDE.md,362,45.30048556124828
nicholasgriffintn,ai-platform,CLAUDE.md,CLAUDE.md,raw/nicholasgriffintn/ai-platform/CLAUDE.md,https://github.com/nicholasgriffintn/ai-platform,https://github.com/nicholasgriffintn/ai-platform/blob/main/CLAUDE.md,main,11.0,2.0,2024-11-10T17:26:53Z,2025-10-18T13:40:47Z,2025-10-18T13:39:36Z,184.0,3,2025-06-29T20:17:15Z,nicholasgriffintn||ai-platform||CLAUDE.md,184,62.22061121999019
duyet,monorepo,CLAUDE.md,CLAUDE.md,raw/duyet/monorepo/CLAUDE.md,https://github.com/duyet/monorepo,https://github.com/duyet/monorepo/blob/master/CLAUDE.md,master,20.0,0.0,2023-04-02T14:57:36Z,2025-10-18T18:41:59Z,2025-10-18T18:20:54Z,80.0,1,2025-07-01T10:03:39Z,duyet||monorepo||CLAUDE.md,445,45.63447004608298
PostHog,mcp,CLAUDE.md,CLAUDE.md,raw/PostHog/mcp/CLAUDE.md,https://github.com/PostHog/mcp,https://github.com/PostHog/mcp/blob/main/CLAUDE.md,main,134.0,18.0,2025-05-14T18:59:03Z,2025-10-10T21:14:47Z,2025-10-16T21:22:50Z,102.0,5,2025-05-28T13:30:38Z,PostHog||mcp||CLAUDE.md,671,49.09266665174874
PostHog,posthog,CLAUDE.md,CLAUDE.md,raw/PostHog/posthog/CLAUDE.md,https://github.com/PostHog/posthog,https://github.com/PostHog/posthog/blob/master/CLAUDE.md,master,29713.0,1996.0,2020-01-23T22:46:58Z,2025-10-18T18:21:52Z,2025-10-18T18:41:40Z,3.0,9,2025-02-25T19:20:38Z,PostHog||posthog||CLAUDE.md,10,27.485000000000014
eyaltoledano,claude-task-master,CLAUDE.md,CLAUDE.md,raw/eyaltoledano/claude-task-master/CLAUDE.md,https://github.com/eyaltoledano/claude-task-master,https://github.com/eyaltoledano/claude-task-master/blob/main/CLAUDE.md,main,23008.0,2231.0,2025-03-04T18:54:54Z,2025-10-18T16:41:37Z,2025-10-18T18:05:50Z,31.0,3,2025-07-23T15:02:16Z,eyaltoledano||claude-task-master||CLAUDE.md,566,51.79223768248178
joamag,boytacean,CLAUDE.md,CLAUDE.md,raw/joamag/boytacean/CLAUDE.md,https://github.com/joamag/boytacean,https://github.com/joamag/boytacean/blob/master/CLAUDE.md,master,655.0,36.0,2022-11-14T08:52:10Z,2025-10-10T11:20:10Z,2025-10-15T18:34:12Z,56.0,2,2025-08-18T14:37:08Z,joamag||boytacean||CLAUDE.md,238,60.19491048593352
metabase,metabase,CLAUDE.md,CLAUDE.md,raw/metabase/metabase/CLAUDE.md,https://github.com/metabase/metabase,https://github.com/metabase/metabase/blob/master/CLAUDE.md,master,44161.0,5942.0,2015-02-02T19:25:47Z,2025-10-18T19:03:06Z,2025-10-18T19:03:11Z,765.0,11,2025-04-08T08:37:04Z,metabase||metabase||CLAUDE.md,3839,62.24090787494353
TrueCrimeAudit,ClautoHotkey,CLAUDE.md,CLAUDE.md,raw/TrueCrimeAudit/ClautoHotkey/CLAUDE.md,https://github.com/TrueCrimeAudit/ClautoHotkey,https://github.com/TrueCrimeAudit/ClautoHotkey/blob/main/CLAUDE.md,main,7.0,0.0,2024-12-07T21:58:54Z,2025-09-19T13:37:54Z,2025-10-11T01:30:15Z,148.0,2,2025-08-22T18:31:12Z,TrueCrimeAudit||ClautoHotkey||CLAUDE.md,780,26.208088727129706
PolicyEngine,policyengine-us,CLAUDE.md,CLAUDE.md,raw/PolicyEngine/policyengine-us/CLAUDE.md,https://github.com/PolicyEngine/policyengine-us,https://github.com/PolicyEngine/policyengine-us/blob/master/CLAUDE.md,master,120.0,201.0,2021-06-23T16:35:58Z,2025-10-18T17:50:03Z,2025-10-18T17:50:07Z,215.0,2,2025-06-09T10:56:21Z,PolicyEngine||policyengine-us||CLAUDE.md,1789,33.90784864864864
PolicyEngine,microdf,CLAUDE.md,CLAUDE.md,raw/PolicyEngine/microdf/CLAUDE.md,https://github.com/PolicyEngine/microdf,https://github.com/PolicyEngine/microdf/blob/master/CLAUDE.md,master,13.0,10.0,2018-06-15T23:39:29Z,2025-07-28T15:37:00Z,2025-08-27T12:17:04Z,67.0,4,2025-07-22T16:10:57Z,PolicyEngine||microdf||CLAUDE.md,380,57.12703783783786
PolicyEngine,policyengine-app,CLAUDE.md,CLAUDE.md,raw/PolicyEngine/policyengine-app/CLAUDE.md,https://github.com/PolicyEngine/policyengine-app,https://github.com/PolicyEngine/policyengine-app/blob/master/CLAUDE.md,master,61.0,142.0,2022-10-24T12:26:22Z,2025-10-14T10:10:35Z,2025-10-14T02:22:23Z,145.0,12,2025-02-25T01:16:53Z,PolicyEngine||policyengine-app||CLAUDE.md,1277,50.36121508811709
jlowin,fastmcp,CLAUDE.md,CLAUDE.md,raw/jlowin/fastmcp/CLAUDE.md,https://github.com/jlowin/fastmcp,https://github.com/jlowin/fastmcp/blob/main/CLAUDE.md,main,19236.0,1399.0,2024-11-30T01:47:40Z,2025-10-18T16:23:03Z,2025-10-18T18:30:05Z,1.0,7,2025-06-19T22:00:53Z,jlowin||fastmcp||CLAUDE.md,2,
oraios,serena,CLAUDE.md,CLAUDE.md,raw/oraios/serena/CLAUDE.md,https://github.com/oraios/serena,https://github.com/oraios/serena/blob/main/CLAUDE.md,main,14465.0,965.0,2025-03-23T22:35:24Z,2025-10-17T16:10:10Z,2025-10-18T18:54:41Z,113.0,6,2025-06-12T12:57:19Z,oraios||serena||CLAUDE.md,609,32.93343835616443
czlonkowski,n8n-mcp,CLAUDE.md,CLAUDE.md,raw/czlonkowski/n8n-mcp/CLAUDE.md,https://github.com/czlonkowski/n8n-mcp,https://github.com/czlonkowski/n8n-mcp/blob/main/CLAUDE.md,main,8844.0,1638.0,2025-06-07T12:15:57Z,2025-10-18T19:04:15Z,2025-10-18T18:32:25Z,195.0,44,2025-06-07T12:28:05Z,czlonkowski||n8n-mcp||CLAUDE.md,712,47.733240645590286
lisaross,tana-tools-for-raycast,CLAUDE.md,CLAUDE.md,raw/lisaross/tana-tools-for-raycast/CLAUDE.md,https://github.com/lisaross/tana-tools-for-raycast,https://github.com/lisaross/tana-tools-for-raycast/blob/main/CLAUDE.md,main,6.0,1.0,2025-03-15T19:42:23Z,2025-06-18T19:20:44Z,2025-08-13T02:11:42Z,108.0,8,2025-06-15T17:14:12Z,lisaross||tana-tools-for-raycast||CLAUDE.md,668,40.14640647180869
pj4533,LostArchiveTV,CLAUDE.md,CLAUDE.md,raw/pj4533/LostArchiveTV/CLAUDE.md,https://github.com/pj4533/LostArchiveTV,https://github.com/pj4533/LostArchiveTV/blob/main/CLAUDE.md,main,6.0,1.0,2025-04-19T22:58:04Z,2025-07-02T19:59:31Z,2025-07-03T15:34:05Z,153.0,19,2025-04-19T14:22:00Z,pj4533||LostArchiveTV||CLAUDE.md,815,33.34529294653015
realtime-ai,mac-echo,CLAUDE.md,CLAUDE.md,raw/realtime-ai/mac-echo/CLAUDE.md,https://github.com/realtime-ai/mac-echo,https://github.com/realtime-ai/mac-echo/blob/main/CLAUDE.md,main,74.0,9.0,2025-04-30T16:02:17Z,2025-07-21T02:01:27Z,2025-10-16T16:32:21Z,158.0,4,2025-07-12T08:03:33Z,realtime-ai||mac-echo||CLAUDE.md,531,33.834010858050846
zed-industries,zed,CLAUDE.md,CLAUDE.md,raw/zed-industries/zed/CLAUDE.md,https://github.com/zed-industries/zed,https://github.com/zed-industries/zed/blob/main/CLAUDE.md,main,67786.0,5592.0,2021-02-20T03:01:06Z,2025-10-18T19:12:09Z,2025-10-18T19:22:04Z,1.0,1,2025-04-17T23:41:23Z,zed-industries||zed||CLAUDE.md,1,
tasker-systems,tasker,CLAUDE.md,CLAUDE.md,raw/tasker-systems/tasker/CLAUDE.md,https://github.com/tasker-systems/tasker,https://github.com/tasker-systems/tasker/blob/main/CLAUDE.md,main,5.0,0.0,2021-10-30T02:22:10Z,2025-07-13T21:06:28Z,2025-07-15T05:20:52Z,364.0,4,2025-06-29T13:42:03Z,tasker-systems||tasker||CLAUDE.md,1805,17.72610109060406
kako-jun,diffx,CLAUDE.md,CLAUDE.md,raw/kako-jun/diffx/CLAUDE.md,https://github.com/kako-jun/diffx,https://github.com/kako-jun/diffx/blob/main/CLAUDE.md,main,62.0,2.0,2025-06-30T13:49:28Z,2025-08-06T12:20:07Z,2025-09-24T05:25:45Z,93.0,33,2025-07-04T16:21:28Z,kako-jun||diffx||CLAUDE.md,254,61.20925702811246
roboflow,roboflow-python,CLAUDE.md,CLAUDE.md,raw/roboflow/roboflow-python/CLAUDE.md,https://github.com/roboflow/roboflow-python,https://github.com/roboflow/roboflow-python/blob/main/CLAUDE.md,main,488.0,101.0,2020-05-01T20:18:25Z,2025-10-13T17:39:34Z,2025-10-17T20:51:41Z,115.0,2,2025-05-28T18:47:14Z,roboflow||roboflow-python||CLAUDE.md,362,33.0836739130435
disler,single-file-agents,CLAUDE.md,CLAUDE.md,raw/disler/single-file-agents/CLAUDE.md,https://github.com/disler/single-file-agents,https://github.com/disler/single-file-agents/blob/main/CLAUDE.md,main,407.0,152.0,2025-02-16T19:08:01Z,2025-04-08T01:07:21Z,2025-10-15T03:29:14Z,36.0,1,2025-03-15T13:53:06Z,disler||single-file-agents||CLAUDE.md,116,43.830724637681186
Jij-Inc,pyo3-stub-gen,CLAUDE.md,CLAUDE.md,raw/Jij-Inc/pyo3-stub-gen/CLAUDE.md,https://github.com/Jij-Inc/pyo3-stub-gen,https://github.com/Jij-Inc/pyo3-stub-gen/blob/main/CLAUDE.md,main,152.0,48.0,2024-01-03T03:49:19Z,2025-10-18T07:35:02Z,2025-10-18T07:35:04Z,260.0,5,2025-06-14T07:45:12Z,Jij-Inc||pyo3-stub-gen||CLAUDE.md,758,40.276263007872615
Jij-Inc,ommx,CLAUDE.md,CLAUDE.md,raw/Jij-Inc/ommx/CLAUDE.md,https://github.com/Jij-Inc/ommx,https://github.com/Jij-Inc/ommx/blob/main/CLAUDE.md,main,42.0,1.0,2024-03-15T03:59:27Z,2025-10-17T03:30:27Z,2025-10-17T03:30:30Z,133.0,12,2025-06-10T03:35:50Z,Jij-Inc||ommx||CLAUDE.md,620,30.0365024375065
Jij-Inc,serde-pyobject,CLAUDE.md,CLAUDE.md,raw/Jij-Inc/serde-pyobject/CLAUDE.md,https://github.com/Jij-Inc/serde-pyobject,https://github.com/Jij-Inc/serde-pyobject/blob/main/CLAUDE.md,main,38.0,8.0,2023-10-24T08:29:48Z,2025-10-16T16:57:30Z,2025-10-16T16:57:32Z,56.0,2,2025-06-11T05:27:42Z,Jij-Inc||serde-pyobject||CLAUDE.md,203,42.866722488038306
AndrewAltimit,template-repo,CLAUDE.md,CLAUDE.md,raw/AndrewAltimit/template-repo/CLAUDE.md,https://github.com/AndrewAltimit/template-repo,https://github.com/AndrewAltimit/template-repo/blob/main/CLAUDE.md,main,82.0,21.0,2025-07-12T16:54:00Z,2025-10-15T16:59:10Z,2025-10-18T18:16:09Z,671.0,4,2025-08-25T19:36:49Z,AndrewAltimit||template-repo||CLAUDE.md,2680,35.40598918433693
docdyhr,mcp-wordpress,CLAUDE.md,CLAUDE.md,raw/docdyhr/mcp-wordpress/CLAUDE.md,https://github.com/docdyhr/mcp-wordpress,https://github.com/docdyhr/mcp-wordpress/blob/main/CLAUDE.md,main,53.0,8.0,2025-06-25T12:00:39Z,2025-10-14T19:45:55Z,2025-10-14T19:45:57Z,130.0,43,2025-06-26T20:36:55Z,docdyhr||mcp-wordpress||CLAUDE.md,279,47.420036764705884
toshimaru,nyan,CLAUDE.md,CLAUDE.md,raw/toshimaru/nyan/CLAUDE.md,https://github.com/toshimaru/nyan,https://github.com/toshimaru/nyan/blob/main/CLAUDE.md,main,225.0,12.0,2019-07-08T22:19:09Z,2025-10-11T12:30:58Z,2025-10-11T12:31:02Z,66.0,1,2025-08-11T00:33:28Z,toshimaru||nyan||CLAUDE.md,290,47.195808780715055
robusta-dev,holmesgpt,CLAUDE.md,CLAUDE.md,raw/robusta-dev/holmesgpt/CLAUDE.md,https://github.com/robusta-dev/holmesgpt,https://github.com/robusta-dev/holmesgpt/blob/master/CLAUDE.md,master,1411.0,181.0,2024-05-30T13:27:10Z,2025-10-16T15:26:09Z,2025-10-18T09:52:44Z,392.0,20,2025-07-20T16:01:37Z,robusta-dev||holmesgpt||CLAUDE.md,1640,46.21823303508967
moxin-org,moly,CLAUDE.md,CLAUDE.md,raw/moxin-org/moly/CLAUDE.md,https://github.com/moxin-org/moly,https://github.com/moxin-org/moly/blob/main/CLAUDE.md,main,347.0,44.0,2024-02-06T16:20:02Z,2025-10-17T22:50:32Z,2025-10-17T13:38:10Z,16.0,1,2025-08-26T18:33:02Z,moxin-org||moly||CLAUDE.md,153,45.499305555555566
cockroachdb,cockroach,CLAUDE.md,CLAUDE.md,raw/cockroachdb/cockroach/CLAUDE.md,https://github.com/cockroachdb/cockroach,https://github.com/cockroachdb/cockroach/blob/master/CLAUDE.md,master,31400.0,3992.0,2014-02-06T00:18:47Z,2025-10-18T19:18:42Z,2025-10-18T19:18:50Z,151.0,4,2025-07-24T00:03:45Z,cockroachdb||cockroach||CLAUDE.md,705,46.03535671462831
